UserID,Age,Gender,Location,Item Name,Brand,Price,Rating,Number of Reviews,Purchase History,Search History,Wishlist,Cart Items,Click History,Transaction No.,Transaction Date
User19,55,Male,UAE,Watch,"Schmidt, Baker and Price",359.14,2.4,608,False,True,True,False,True,218,2022-11-10 00:00:00
User7,47,Male,Russia,Sunglasses,Morrison Group,107.24,1.9,416,False,True,False,True,True,219,2022-05-17 00:00:00
User7,33,Male,Greece,Headphones,Ellison and Sons,379.74,3.6,593,False,False,True,False,False,220,2022-07-22 00:00:00
User4,57,Female,Brazil,Bag,Hall-Compton,163.84,3.0,368,False,False,True,False,True,221,2022-09-01 00:00:00
User18,65,Female,Argentina,Perfume,"Reese, Doyle and Shah",78.22,1.8,13,False,False,False,False,True,222,2023-02-17 00:00:00
User2,55,Male,Australia,Perfume,"Moore, Vargas and Thomas",306.05,4.0,39,False,True,False,False,False,223,2023-11-11 00:00:00
User7,23,Male,Japan,Sunglasses,"Leon, Mueller and Boyd",214.73,4.2,718,True,False,False,True,True,224,2023-04-03 00:00:00
User17,65,Male,Italy,Bag,"Jennings, Barber and Lewis",326.69,3.8,639,True,True,False,True,False,225,2022-12-16 00:00:00
User19,33,Male,Australia,Bag,Wu-Howard,66.38,2.6,631,False,True,True,True,True,226,2022-09-17 00:00:00
User13,48,Female,New Zealand,T-Shirt,"Vaughn, Watkins and Brown",458.3,2.8,385,False,True,True,False,True,227,2023-12-03 00:00:00
User10,58,Male,UK,Watch,Burton-Black,154.71,3.9,109,False,True,False,True,False,228,2023-01-03 00:00:00
User6,65,Male,UK,Shoes,Reynolds Ltd,82.78,3.2,613,False,False,False,True,False,229,2023-11-26 00:00:00
User19,22,Female,France,Shoes,Palmer-Alvarez,305.28,1.8,236,False,True,False,False,False,230,2023-03-07 00:00:00
User14,36,Female,Singapore,Watch,"Arias, Lewis and Hahn",449.86,3.6,811,True,False,True,False,True,231,2023-08-29 00:00:00
User15,58,Female,Russia,Headphones,Johnson PLC,174.17,2.7,416,True,False,False,False,True,232,2023-06-15 00:00:00
User11,57,Male,Italy,T-Shirt,Nguyen-Morris,463.95,2.4,465,False,True,False,True,False,233,2022-10-20 00:00:00
User14,27,Male,Singapore,Bag,"Li, Powell and Rich",150.32,3.3,849,False,False,False,True,True,234,2022-09-26 00:00:00
User20,18,Female,Greece,Sunglasses,Olson-Brown,385.3,2.6,424,True,True,True,False,True,235,2023-10-30 00:00:00
User10,42,Female,France,Headphones,Benitez Group,101.4,4.8,325,False,True,False,True,True,236,2023-08-30 00:00:00
User2,62,Male,France,Bag,Levine LLC,495.09,4.7,956,False,True,False,True,True,237,2022-09-01 00:00:00
User9,36,Female,Argentina,Bag,Miller-Phillips,297.76,3.8,776,True,False,False,True,False,238,2022-10-27 00:00:00
User4,21,Female,Argentina,Watch,Santos Inc,196.84,4.9,988,False,False,False,False,True,239,2023-09-01 00:00:00
User1,65,Male,India,Jeans,"Griffin, Sloan and Henry",31.42,1.9,274,False,True,False,True,False,240,2022-11-23 00:00:00
User14,42,Female,Italy,Shoes,Obrien-Howard,495.85,3.1,574,True,True,True,True,True,241,2023-09-30 00:00:00
User3,64,Male,France,Laptop,Mathews-Green,483.44,2.1,210,True,False,False,False,True,242,2023-02-01 00:00:00
User14,60,Female,USA,Jeans,"Gallagher, Hudson and Patel",13.0,5.0,480,True,False,False,False,False,243,2023-03-08 00:00:00
User19,31,Male,Russia,Shoes,Gonzalez Inc,321.8,4.6,105,False,True,True,True,False,244,2022-06-23 00:00:00
User10,39,Female,Canada,Perfume,Allen Group,476.06,4.9,724,True,False,True,True,True,245,2022-07-07 00:00:00
User8,20,Male,Russia,Sunglasses,"Stone, Fox and Davis",109.34,2.1,744,False,True,True,False,False,246,2023-04-29 00:00:00
User10,58,Female,France,Laptop,"Peterson, Smith and Norton",177.29,1.4,578,True,True,True,True,False,247,2023-08-10 00:00:00
User6,28,Male,Australia,Smartphone,"Cole, Cooper and Dodson",232.37,1.5,88,False,True,False,True,False,248,2023-08-22 00:00:00
User7,64,Female,Japan,Headphones,Martin-Garcia,33.51,2.3,453,True,True,False,False,True,249,2022-11-25 00:00:00
User8,54,Female,UAE,Laptop,Velasquez-Robertson,171.98,2.2,663,True,False,True,False,True,250,2022-05-20 00:00:00
User3,30,Male,Greece,T-Shirt,"Mitchell, Wright and Figueroa",377.15,2.3,135,True,False,True,True,False,251,2022-03-14 00:00:00
User12,31,Male,Switzerland,Headphones,Allen-Grimes,321.84,1.8,428,True,True,True,False,False,252,2023-02-14 00:00:00
User8,21,Male,UK,Sunglasses,"Berger, Flores and Hunt",312.84,3.7,195,True,False,False,True,False,253,2022-05-04 00:00:00
User1,46,Female,India,Bag,Hurst Inc,134.15,3.2,353,False,False,False,False,True,254,2022-04-18 00:00:00
User18,21,Male,Spain,Jeans,Thompson Ltd,264.66,1.2,542,False,True,True,True,True,255,2023-07-29 00:00:00
User14,21,Female,Greece,Headphones,"Richard, Evans and Reese",478.99,2.8,901,False,True,True,False,False,256,2023-10-28 00:00:00
User1,21,Male,Switzerland,Sunglasses,Mckay Group,316.01,3.6,90,True,False,True,True,True,257,2022-08-04 00:00:00
User4,23,Male,Singapore,T-Shirt,"Vazquez, Garner and Rowland",155.84,4.9,442,False,False,False,True,True,258,2022-08-03 00:00:00
User20,25,Female,New Zealand,Shoes,"Parker, Schmidt and Martinez",21.97,2.7,2,True,True,False,True,False,259,2022-04-04 00:00:00
User15,47,Male,India,Headphones,"Porter, Webb and Maldonado",167.14,4.4,632,False,True,True,False,False,260,2023-07-01 00:00:00
User18,52,Female,Belgium,Laptop,Schneider Group,276.32,1.0,515,False,True,False,True,True,261,2022-07-17 00:00:00
User4,55,Male,Australia,T-Shirt,Shaw Group,263.76,3.4,939,True,False,False,True,False,262,2022-02-19 00:00:00
User15,41,Male,Spain,Jeans,Ray LLC,202.76,1.8,384,True,True,False,True,False,263,2023-09-27 00:00:00
User4,63,Male,Argentina,T-Shirt,Carlson-Gibson,390.86,4.3,602,True,True,False,True,True,264,2023-09-01 00:00:00
User13,42,Male,Greece,Watch,"Best, Smith and Watts",435.66,4.6,483,False,False,True,True,True,265,2023-05-05 00:00:00
User11,65,Male,Greece,Bag,Dixon PLC,60.83,1.2,681,True,True,False,False,False,266,2022-10-28 00:00:00
User1,49,Male,Russia,Shoes,Owens-Luna,453.36,1.1,359,False,False,False,True,False,267,2023-12-02 00:00:00
User18,45,Female,Brazil,Perfume,Moore Group,84.07,3.4,84,False,True,False,True,False,268,2023-08-01 00:00:00
User4,54,Female,Spain,Smartphone,"Flores, Salinas and Wu",166.26,3.6,520,True,False,True,True,True,269,2022-12-02 00:00:00
User14,49,Female,Switzerland,Smartphone,Richards-Neal,178.03,4.1,307,True,True,False,False,True,270,2023-03-22 00:00:00
User15,63,Female,France,Headphones,"Hensley, Andrade and Gill",435.62,1.6,575,False,True,False,False,False,271,2023-08-09 00:00:00
User13,39,Male,USA,Shoes,Butler LLC,220.27,3.5,929,False,False,True,True,True,272,2022-02-22 00:00:00
User14,23,Male,France,Watch,"Kirby, Haynes and Hubbard",175.42,4.2,175,True,False,False,False,False,273,2023-10-18 00:00:00
User2,32,Male,Russia,Smartphone,Mccoy and Sons,292.3,1.5,244,True,True,False,False,True,274,2023-05-18 00:00:00
User11,47,Male,Switzerland,Perfume,Brewer-Gonzalez,51.73,4.7,753,False,False,False,True,True,275,2023-03-09 00:00:00
User9,22,Male,USA,T-Shirt,"Christian, Williams and Smith",147.87,3.3,195,False,False,False,True,False,276,2023-03-18 00:00:00
User19,37,Male,Japan,Shoes,Serrano-Clark,142.67,4.5,357,True,True,False,True,True,277,2023-08-14 00:00:00
User9,39,Male,India,Smartphone,"Sweeney, Hendrix and Bird",477.4,1.3,204,False,False,True,True,True,278,2023-06-11 00:00:00
User13,26,Male,Belgium,Headphones,Howard-Chavez,393.39,4.8,465,True,True,False,True,True,279,2023-11-28 00:00:00
User1,26,Male,UK,T-Shirt,Campbell Inc,404.97,2.8,155,False,True,True,True,False,280,2023-06-21 00:00:00
User4,55,Male,Belgium,Smartphone,Clayton-King,438.47,2.8,847,True,True,True,False,False,281,2023-02-28 00:00:00
User2,42,Female,Belgium,Jeans,Avila Ltd,345.28,2.4,643,True,False,False,True,False,282,2023-08-13 00:00:00
User7,42,Male,Greece,Headphones,Taylor-Bell,262.9,2.6,558,True,True,False,False,False,283,2023-01-27 00:00:00
User20,63,Male,Australia,Headphones,Jones-Gallagher,47.6,4.0,679,False,False,True,False,False,284,2022-11-18 00:00:00
User6,41,Female,USA,Smartphone,Campbell-Smith,360.38,4.5,510,True,True,True,True,True,285,2022-04-27 00:00:00
User9,30,Female,New Zealand,Sunglasses,"Wright, Robbins and Rodgers",324.29,4.7,959,False,False,True,False,True,286,2023-11-15 00:00:00
User1,35,Female,France,T-Shirt,Sanford LLC,88.0,1.5,869,True,False,False,True,True,287,2023-01-11 00:00:00
User19,30,Male,Canada,T-Shirt,"Hernandez, Morgan and Adams",192.83,3.1,326,True,False,True,False,True,288,2023-01-12 00:00:00
User3,41,Female,UK,Headphones,"Flores, Cabrera and Vazquez",238.03,4.3,454,False,True,True,False,False,289,2022-11-27 00:00:00
User8,37,Female,Japan,Laptop,Carlson Ltd,98.64,1.0,16,False,True,False,False,True,290,2022-05-22 00:00:00
User3,21,Female,Canada,Headphones,Sharp Inc,241.6,1.7,608,True,True,False,False,True,291,2023-11-19 00:00:00
User7,25,Female,Brazil,Jeans,"Gibbs, Gutierrez and Mills",36.16,2.1,217,False,False,False,True,False,292,2022-11-25 00:00:00
User14,28,Male,UAE,Smartphone,"Perez, Schmidt and Henderson",106.62,2.6,506,False,False,False,True,True,293,2023-07-25 00:00:00
User10,62,Female,New Zealand,Smartphone,"Ortega, Gentry and Perkins",67.1,1.2,20,False,True,True,True,False,294,2022-08-12 00:00:00
User15,33,Female,USA,Jeans,"Washington, Ramirez and Bridges",214.49,1.7,188,True,True,True,False,True,295,2023-03-19 00:00:00
User2,50,Female,Argentina,Smartphone,Peterson-Martinez,328.65,3.7,198,True,True,False,False,False,296,2023-03-23 00:00:00
User13,60,Male,Brazil,Perfume,Cantu-Armstrong,416.08,4.0,634,False,True,True,True,False,297,2023-01-29 00:00:00
User10,56,Female,USA,Jeans,"Richard, Mendez and Morgan",418.85,4.8,285,False,True,True,True,False,298,2023-09-12 00:00:00
User11,62,Female,Russia,T-Shirt,Moore-Duncan,436.04,2.7,222,True,True,False,False,False,299,2023-07-28 00:00:00
User5,63,Female,Japan,Sunglasses,"Moody, Newman and Torres",213.36,1.6,747,True,True,False,True,False,300,2022-09-11 00:00:00
User19,40,Male,Belgium,Perfume,Evans Ltd,125.89,4.8,567,False,True,True,True,False,301,2022-12-14 00:00:00
User9,51,Female,India,Smartphone,Jones Inc,359.0,2.7,464,False,True,True,True,False,302,2023-12-19 00:00:00
User2,23,Female,New Zealand,Perfume,"Vega, Wilson and Spence",445.58,2.6,806,True,False,False,True,False,303,2023-02-23 00:00:00
User7,36,Female,Japan,Jeans,"Hampton, Duke and Haynes",63.62,3.7,840,True,False,True,False,True,304,2023-12-28 00:00:00
User11,51,Female,India,Sunglasses,Rich-Olson,103.07,3.4,259,False,True,True,False,False,305,2022-02-14 00:00:00
User1,39,Female,Canada,Smartphone,Montgomery-Thomas,459.69,2.2,193,False,True,False,True,False,306,2022-04-19 00:00:00
User9,24,Male,France,T-Shirt,Barry-Hines,443.11,2.2,412,False,False,True,True,False,307,2022-03-01 00:00:00
User17,46,Female,New Zealand,Sunglasses,"Kemp, Burnett and Holland",272.23,4.6,114,True,True,False,False,True,308,2023-03-08 00:00:00
User19,38,Male,Canada,Watch,Smith LLC,372.02,1.5,636,False,True,True,True,True,309,2022-08-01 00:00:00
User19,49,Female,France,Smartphone,"Brown, Wilson and Best",104.56,5.0,81,False,True,False,True,False,310,2023-02-07 00:00:00
User10,50,Female,UK,T-Shirt,Richardson-Joyce,137.64,1.8,209,False,True,False,False,True,311,2022-09-29 00:00:00
User19,34,Male,UK,Jeans,Harris Inc,385.91,3.9,349,True,False,True,False,True,312,2022-04-08 00:00:00
User5,43,Male,Greece,Headphones,Shaffer Group,461.61,2.0,588,False,False,False,True,False,313,2023-06-03 00:00:00
User20,55,Female,Russia,Laptop,"Davis, Mora and Long",341.23,1.6,672,True,False,True,True,False,314,2023-09-10 00:00:00
User18,51,Male,Singapore,Sunglasses,"Adams, Adkins and Hunter",161.63,4.2,186,True,True,True,True,True,315,2022-07-25 00:00:00
User5,26,Female,Italy,Sunglasses,Sanders-Sharp,182.5,3.9,430,True,False,False,True,True,316,2023-08-22 00:00:00
User4,61,Female,USA,Watch,Lucas Inc,97.49,1.1,41,True,False,True,False,False,317,2022-12-31 00:00:00
User1,46,Female,New Zealand,Smartphone,Hernandez-Brooks,139.82,2.9,777,True,False,False,True,False,318,2022-06-26 00:00:00
User20,22,Female,India,Laptop,"Johnson, Wilson and Nichols",314.64,2.9,874,False,False,False,False,True,319,2023-04-24 00:00:00
User1,62,Male,UAE,Sunglasses,Cook-Hill,321.04,4.6,379,False,False,True,False,False,320,2022-06-22 00:00:00
User3,52,Male,USA,Bag,Collins LLC,345.58,4.7,69,True,False,True,False,True,321,2023-11-14 00:00:00
User13,39,Female,UAE,Bag,Dennis Group,215.9,4.7,440,True,False,False,False,False,322,2022-10-23 00:00:00
User18,60,Male,New Zealand,Headphones,Marshall-Logan,314.48,2.6,297,True,True,True,False,False,323,2023-01-18 00:00:00
User17,40,Female,Japan,Bag,"Powell, Gomez and Bennett",467.24,2.9,823,False,True,True,True,True,324,2022-09-22 00:00:00
User15,40,Male,Argentina,Shoes,Shaw-Mcintosh,170.98,1.5,543,True,True,True,False,False,325,2023-11-08 00:00:00
User15,48,Male,Switzerland,T-Shirt,"Miller, Novak and Marshall",464.25,4.5,959,True,True,True,True,False,326,2022-08-27 00:00:00
User10,47,Female,Belgium,Smartphone,Perez and Sons,423.54,3.8,160,False,False,False,False,True,327,2022-06-10 00:00:00
User13,65,Male,Japan,Bag,Salazar-Vasquez,483.27,5.0,691,False,False,True,False,False,328,2023-05-10 00:00:00
User4,63,Female,Belgium,Watch,Bullock-Taylor,270.57,3.3,158,False,True,True,True,False,329,2023-10-31 00:00:00
User7,54,Female,Argentina,T-Shirt,"Rodriguez, Reilly and Lopez",488.34,4.1,575,True,False,False,True,False,330,2022-12-22 00:00:00
User12,43,Female,Greece,Watch,Morales-Ortega,323.32,4.3,525,False,True,True,False,True,331,2022-05-20 00:00:00
User11,22,Male,Singapore,Smartphone,Patel Group,303.15,4.4,43,False,False,True,True,False,332,2023-06-02 00:00:00
User1,44,Male,Australia,Sunglasses,"Garcia, Burnett and Garcia",253.22,1.0,596,False,False,True,True,False,333,2022-04-14 00:00:00
User1,57,Male,Russia,Jeans,"Wilson, Meadows and Nguyen",124.09,2.4,548,False,False,False,False,False,334,2023-12-22 00:00:00
User8,58,Male,France,Shoes,Brown PLC,360.71,2.1,361,True,True,False,True,False,335,2023-08-02 00:00:00
User5,52,Female,Switzerland,Shoes,Fisher-Robinson,380.84,2.7,555,False,False,False,True,False,336,2022-12-21 00:00:00
User14,25,Female,USA,Headphones,"White, Knight and Anderson",20.07,1.3,498,False,False,False,False,True,337,2022-06-23 00:00:00
User8,47,Male,Italy,Watch,"Flores, Henry and May",255.09,4.8,252,True,False,False,False,False,338,2023-02-21 00:00:00
User11,37,Male,India,Laptop,Mann-Solis,144.46,3.5,254,False,True,True,False,False,339,2023-06-22 00:00:00
User15,53,Male,India,T-Shirt,"Mahoney, Mejia and Torres",203.81,2.1,621,True,True,True,True,True,340,2022-05-31 00:00:00
User9,40,Female,Belgium,Sunglasses,"Anderson, Mcpherson and Miller",488.28,4.9,701,False,False,False,False,False,341,2022-10-26 00:00:00
User8,65,Male,Italy,T-Shirt,"Johnson, Murphy and Ruiz",11.62,3.1,351,True,False,False,True,True,342,2023-10-10 00:00:00
User6,30,Male,Italy,Watch,"Ryan, Hudson and Best",276.47,1.4,452,True,True,False,False,True,343,2023-06-02 00:00:00
User13,18,Male,Japan,Shoes,"Osborne, Cooper and Green",350.31,1.8,39,True,True,True,False,True,344,2023-10-08 00:00:00
User2,33,Female,Italy,Perfume,Johnson Inc,21.38,3.4,449,True,True,True,False,False,345,2022-09-07 00:00:00
User18,18,Female,Canada,Headphones,"Middleton, Yoder and James",92.16,4.8,463,False,True,True,True,True,346,2023-06-16 00:00:00
User14,58,Male,Singapore,T-Shirt,Estrada and Sons,13.68,1.8,282,False,True,False,False,False,347,2023-08-31 00:00:00
User1,53,Male,Singapore,Perfume,Boyer-Jones,416.21,4.9,925,False,False,True,False,False,348,2022-10-14 00:00:00
User8,65,Female,Brazil,Bag,Schmidt-Webb,114.95,3.5,374,False,False,False,False,False,349,2023-07-26 00:00:00
User17,61,Male,Italy,T-Shirt,"Hardin, Walker and Jones",346.82,4.9,476,True,True,False,True,False,350,2023-04-28 00:00:00
User10,46,Male,UK,T-Shirt,Miller-Wilson,465.39,3.2,318,True,False,False,False,False,351,2023-07-31 00:00:00
User11,53,Male,Spain,T-Shirt,Cox-Mccullough,407.0,4.8,233,False,False,False,False,False,352,2023-05-03 00:00:00
User8,37,Male,Russia,Sunglasses,Summers-Morales,486.84,2.7,501,True,False,False,True,False,353,2022-08-19 00:00:00
User13,51,Female,USA,Smartphone,Drake LLC,189.99,1.2,41,True,False,True,True,True,354,2023-10-30 00:00:00
User17,62,Male,Belgium,Bag,"Garcia, Green and Arroyo",81.07,4.9,270,True,True,True,True,False,355,2022-12-22 00:00:00
User3,59,Female,Greece,Laptop,Wilkinson PLC,398.67,4.6,170,False,False,True,True,False,356,2022-02-03 00:00:00
User10,25,Female,Belgium,Bag,Rogers-Morton,441.86,1.1,29,True,False,False,False,False,357,2023-03-01 00:00:00
User15,30,Male,Belgium,T-Shirt,Young-Walton,270.64,1.7,79,False,True,True,False,True,358,2022-05-28 00:00:00
User18,18,Male,Italy,Bag,Smith-Rubio,241.2,4.7,141,False,False,True,False,True,359,2023-12-15 00:00:00
User5,60,Female,Russia,Bag,Mcbride-Hurley,483.04,1.6,543,False,True,True,True,False,360,2023-07-30 00:00:00
User17,63,Female,Greece,Sunglasses,"Perry, Berry and Moore",263.39,1.4,948,True,False,False,False,False,361,2023-08-08 00:00:00
User20,56,Male,Singapore,Laptop,Dyer-Perry,68.82,2.3,232,False,False,False,False,False,362,2023-04-30 00:00:00
User18,43,Female,Belgium,Jeans,Graves-Daniels,396.87,3.1,758,True,False,False,True,True,363,2023-01-02 00:00:00
User15,44,Male,USA,Bag,Christensen Group,318.6,1.6,99,False,True,True,False,True,364,2023-02-23 00:00:00
User2,61,Male,UAE,T-Shirt,Campbell LLC,160.99,1.5,424,True,False,True,False,False,365,2022-11-26 00:00:00
User11,18,Male,Australia,Watch,Gibson Inc,373.42,1.3,777,True,True,True,False,False,366,2022-04-03 00:00:00
User17,34,Female,USA,T-Shirt,Bell-Lucas,111.3,1.2,663,False,True,False,False,True,367,2022-04-06 00:00:00
User5,33,Male,France,Laptop,Hunt-Chandler,135.68,4.7,115,True,True,False,True,True,368,2022-06-06 00:00:00
User10,27,Male,UK,Sunglasses,"Bennett, Stone and Hernandez",332.73,3.0,796,False,False,False,False,True,369,2023-07-11 00:00:00
User3,47,Male,Belgium,Shoes,Mcneil and Sons,203.97,2.9,871,False,True,True,True,True,370,2023-12-29 00:00:00
User13,58,Male,Greece,Smartphone,Blake-Mejia,295.87,1.3,795,True,True,True,True,False,371,2023-11-03 00:00:00
User7,43,Female,Switzerland,Shoes,Hall Inc,355.23,4.7,583,True,True,False,False,False,372,2022-05-23 00:00:00
User9,53,Male,Argentina,Perfume,"Reyes, Moran and Marshall",385.73,2.0,906,False,True,False,True,True,373,2023-01-29 00:00:00
User10,48,Male,Argentina,Jeans,Martin-Harvey,350.93,1.0,42,False,True,False,False,True,374,2023-11-15 00:00:00
User10,30,Female,New Zealand,Jeans,Garrett-Barber,80.43,2.9,740,False,False,True,False,False,375,2023-03-16 00:00:00
User20,41,Male,UAE,Watch,Thompson and Sons,499.91,3.8,547,False,True,True,True,True,376,2022-11-16 00:00:00
User10,24,Male,USA,Jeans,"Pearson, Jones and Contreras",491.56,3.0,474,True,True,False,True,True,377,2023-04-02 00:00:00
User16,31,Female,UK,Bag,"Johnson, Delgado and Ward",251.28,3.9,880,False,True,True,False,True,378,2023-05-23 00:00:00
User18,48,Female,UK,Shoes,"Rangel, Finley and Gonzalez",197.92,3.2,53,True,False,True,True,False,379,2023-07-09 00:00:00
User12,27,Male,UAE,Watch,Patterson Ltd,393.64,4.6,408,False,False,True,True,True,380,2022-01-05 00:00:00
User17,44,Male,Argentina,Bag,Pugh LLC,12.4,3.0,309,True,False,False,False,True,381,2022-07-06 00:00:00
User12,30,Female,Singapore,Jeans,"Wilson, West and Herrera",381.42,4.1,373,True,False,False,False,True,382,2023-08-27 00:00:00
User4,28,Female,Belgium,Perfume,"Jackson, Quinn and Flores",431.78,1.3,640,True,True,True,False,True,383,2022-11-08 00:00:00
User8,56,Female,Australia,Laptop,Knight and Sons,326.88,2.2,477,False,False,True,False,True,384,2022-03-16 00:00:00
User3,20,Male,Greece,Watch,Kelly Group,238.58,4.6,841,True,True,True,True,True,385,2023-03-13 00:00:00
User9,38,Male,France,Watch,"Gibson, Santana and Gonzalez",464.85,4.3,492,True,False,True,False,True,386,2023-08-04 00:00:00
User18,61,Female,Greece,Watch,Bryant-Hines,66.37,1.4,967,False,False,True,False,True,387,2022-07-19 00:00:00
User7,28,Female,Argentina,Perfume,"Wright, Green and Goodman",211.82,4.4,981,True,True,False,False,True,388,2022-11-29 00:00:00
User18,21,Female,Russia,Perfume,Lopez-Reed,152.16,1.2,375,False,False,True,True,False,389,2022-10-27 00:00:00
User18,60,Female,India,T-Shirt,"Howe, Koch and Holder",385.13,4.7,265,True,True,True,True,True,390,2022-06-14 00:00:00
User6,64,Female,Argentina,Jeans,Miller-Gallegos,248.49,4.5,284,False,False,True,False,True,391,2023-08-21 00:00:00
User7,51,Male,Russia,Smartphone,Walter-Jones,45.64,1.9,484,True,False,False,False,False,392,2022-09-05 00:00:00
User19,36,Female,Greece,T-Shirt,Russo-Edwards,330.42,2.2,566,True,False,False,True,False,393,2023-09-27 00:00:00
User4,37,Female,Brazil,Headphones,Miller-Velazquez,296.89,2.4,291,True,False,False,True,True,394,2022-06-25 00:00:00
User10,41,Male,Italy,T-Shirt,Wang PLC,20.57,3.9,770,True,False,True,False,True,395,2023-11-19 00:00:00
User19,52,Female,Russia,Jeans,Jones PLC,306.29,4.8,210,False,True,False,True,True,396,2023-06-17 00:00:00
User8,50,Male,France,Smartphone,Romero-Ford,490.56,2.4,738,False,True,False,False,True,397,2022-04-20 00:00:00
User12,59,Female,Italy,Shoes,Clark-Sanchez,448.47,3.5,110,True,True,False,True,True,398,2023-09-15 00:00:00
User14,29,Male,France,Shoes,Sweeney Group,387.09,2.7,370,True,False,False,True,True,399,2022-08-20 00:00:00
User14,46,Male,Greece,Shoes,"Holt, Jackson and Key",285.49,2.7,46,False,True,True,True,False,400,2022-05-17 00:00:00
User18,40,Female,Spain,Smartphone,Pineda LLC,472.7,1.4,204,True,False,False,True,False,401,2022-04-22 00:00:00
User7,49,Male,UK,Sunglasses,Gonzalez and Sons,322.56,4.6,983,True,False,True,True,True,402,2022-09-08 00:00:00
User7,37,Male,Switzerland,Jeans,Flores Group,168.65,1.3,342,True,True,True,False,False,403,2022-11-22 00:00:00
User19,21,Female,Greece,T-Shirt,Hernandez Ltd,447.97,3.2,986,False,False,False,True,False,404,2022-06-22 00:00:00
User4,35,Male,Singapore,Smartphone,Cook Group,454.69,2.2,330,False,False,True,True,True,405,2022-08-09 00:00:00
User10,59,Female,France,Sunglasses,Padilla LLC,281.26,2.8,818,True,False,False,True,False,406,2022-02-04 00:00:00
User8,52,Female,New Zealand,Laptop,Martin-Underwood,409.28,2.5,55,False,True,False,False,True,407,2022-08-15 00:00:00
User3,53,Male,New Zealand,Shoes,Lamb-Christensen,453.53,2.0,956,False,True,False,True,True,408,2022-10-31 00:00:00
User19,55,Female,Argentina,T-Shirt,"Roy, Brooks and Bryant",22.18,1.8,236,True,False,True,True,False,409,2023-07-16 00:00:00
User13,23,Male,USA,Laptop,Perez-Lester,145.68,1.2,427,False,False,True,True,False,410,2022-06-08 00:00:00
User13,48,Female,Singapore,Watch,"Ritter, Williams and White",381.68,2.5,159,True,False,False,True,False,411,2022-10-30 00:00:00
User12,56,Male,Singapore,Sunglasses,Thomas Ltd,329.32,4.3,530,True,False,True,False,True,412,2022-12-12 00:00:00
User3,21,Male,Brazil,Headphones,Nelson-Williams,490.61,2.5,433,True,False,True,False,False,413,2023-07-30 00:00:00
User20,24,Female,Japan,Laptop,"Glover, Gould and Byrd",153.66,1.4,51,True,False,True,True,False,414,2022-10-23 00:00:00
User7,61,Male,Russia,Watch,Rodriguez-Benson,305.64,4.0,343,False,True,True,False,False,415,2023-08-11 00:00:00
User13,19,Male,Singapore,Headphones,Oliver-Farmer,10.84,1.8,331,False,False,False,True,True,416,2023-06-24 00:00:00
User19,43,Female,New Zealand,Headphones,"Robertson, Huffman and Kelly",164.75,2.9,471,False,True,True,True,True,417,2023-09-30 00:00:00
User2,57,Male,Singapore,Smartphone,Carter and Sons,281.41,5.0,496,False,True,True,False,True,418,2022-02-08 00:00:00
User11,42,Male,Brazil,Bag,Hicks LLC,35.01,3.6,769,True,False,True,False,False,419,2023-05-10 00:00:00
User8,63,Female,UK,Watch,Anderson Inc,50.89,1.2,409,False,True,True,False,True,420,2022-05-24 00:00:00
User13,53,Male,Singapore,Bag,"Ware, Whitehead and Goodman",261.94,1.2,798,True,True,True,False,True,421,2023-08-21 00:00:00
User6,39,Female,India,Jeans,"Dixon, Martinez and Johnson",117.26,2.6,558,False,False,True,True,False,422,2023-11-24 00:00:00
User9,46,Female,UK,Shoes,Padilla-Miller,270.51,3.7,590,True,False,True,False,False,423,2023-08-07 00:00:00
User17,33,Male,Greece,Smartphone,Sanchez-Morris,387.05,1.3,886,True,True,False,False,True,424,2022-07-22 00:00:00
User15,36,Female,Italy,Watch,"Curtis, Jacobson and Myers",470.15,2.6,127,False,True,False,False,False,425,2023-06-04 00:00:00
User4,60,Female,Argentina,Perfume,Solis Ltd,410.47,2.2,567,True,True,True,False,False,426,2022-12-10 00:00:00
User5,49,Male,Canada,T-Shirt,Harris-Tran,282.63,3.9,939,False,False,True,False,True,427,2022-09-08 00:00:00
User16,42,Male,Brazil,Bag,Roberts-Newman,194.19,2.6,964,False,True,True,False,True,428,2023-12-22 00:00:00
User1,30,Male,Belgium,Laptop,"Wood, Nguyen and Rodriguez",403.8,1.9,41,True,True,True,True,False,429,2023-02-03 00:00:00
User3,30,Male,Argentina,Headphones,"Wilson, Smith and Livingston",258.18,3.1,649,False,False,True,False,False,430,2022-04-13 00:00:00
User8,28,Female,New Zealand,Perfume,Johnson-Hicks,204.62,4.1,197,True,False,True,True,False,431,2023-09-14 00:00:00
User2,52,Male,Belgium,Headphones,Everett LLC,100.13,4.2,500,True,False,False,False,False,432,2022-10-08 00:00:00
User9,25,Male,Japan,Perfume,Peck-Lyons,233.1,1.1,595,False,True,False,False,False,433,2022-02-01 00:00:00
User16,40,Female,Argentina,Laptop,Fitzgerald and Sons,303.82,2.4,952,False,True,False,False,True,434,2022-12-09 00:00:00
User3,62,Female,Japan,Headphones,"Powell, Henderson and Clark",121.9,1.4,70,False,False,True,True,False,435,2023-12-12 00:00:00
User12,48,Female,Russia,Smartphone,Campbell-Donovan,332.56,2.6,795,True,False,True,True,True,436,2023-12-06 00:00:00
